,train_name,train_number,source,destination,distance,total_time,departure,arrival
6704,YNRK AMG MELA SPL,04318,,,,,
6705,NJP ASR HUMSAFAR,04653,,,,,
6706,ASR NJP SF SPL,04654,,,,,
6707,SGNR JP HSP SPL,04705,,,,,
6708,JP SGNR HSP SPL,04706,,,,,
6709,SDLP GAMI MELA SPL,04707,,,,,
6710,GAMI SDLP EXP SPL,04708,,,,,
6711,SDLP GAMI EXP SPL,04709,,,,,
6712,GAMI SDLP MELA SPL,04710,,,,,
6713,BKN BDTS SPL,04711,,,,,
6714,BDTS BKN SPL,04712,,,,,
6715,HSR TPTY SF SPL,04717,,,,,
6716,TPTY HSR SPL,04718,,,,,
6717,BTI APH SPL,04771,,,,,
6718,APH BTI SPL,04772,,,,,
6719,RE GAMI MELA SPL,04791,,,,,
6720,GAMI RE MELA SPL,04792,,,,,
6721,RE GAMI MELA SPL,04795,,,,,
6722,GAMI RE MELA SPL,04796,,,,,
6723,BGKT DNR SPL,04813,,,,,
6724,DNR BGKT SPL,04814,,,,,
6725,JU RDRA JU SPL,04833,,,,,
6726,JU RDRA JU SPL,04834,,,,,
6727,JU RDRA MELA SPL,04863,,,,,
6728,RDRA JU MELA SPL,04864,,,,,
6729,RANIKHET SPL,05013,,,,,
6730,RANIKHET SPL,05013,,,,,
6731,DGHR BNY SPECIAL,05027,,,,,
6732,BNY DGHR SPL,05028,,,,,
6733,LKU RJT SPL,05045,,,,,
6734,RJT LKU SPL,05046,,,,,
6735,CPR ASR EXP,05049,,,,,
6736,CPR SUMMER SPL,05050,,,,,
6737,GKP BDTS SPL,05053,,,,,
6738,BDTS GKP SF SPL,05054,,,,,
6739,KOAA LKU SPL,05059,,,,,
6740,LKU KOAA SPL,05060,,,,,
6741,AH TPU SPECIAL,05061,,,,,
6742,TPU MTJ SPECIAL,05062,,,,,
6743,SBC LKU SPL,05073,,,,,
6744,LKU SBC SPL,05074,,,,,
6745,THE CI EXP SPL,05121,,,,,
6746,CI THE EXP SPL,05122,,,,,
6747,GKP BRK SPL,05131,,,,,
6748,BRK GKP SPL,05132,,,,,
6749,CPR MCTM SPECIAL,05193,,,,,
6750,PNVL CHHAPRA SPL,05194,,,,,
6751,SHC BJU SPL,05221,,,,,
6752,BJU SHC SPL,05222,,,,,
6753,MFP SC SPL,05293,,,,,
6754,SC MFP SPL,05294,,,,,
6755,CPR ANVT SUM SPL,05305,,,,,
6756,CPR SUMMER SPL,05306,,,,,
6757,MAHANANDA SPL,05483,,,,,
6758,LLP SHC EXPRESS SPL,05503,,,,,
6759,SHC LLP EXPRESS SPL,05504,,,,,
6760,SHC PRNC SPL,05506,,,,,
6761,SRGR SHC SPL,05513,,,,,
6762,SHC SRGR SPL,05514,,,,,
6763,LLP SHC SPL,05515,,,,,
6764,SHC LLP SPL,05516,,,,,
6765,RXL DGHR MELA SPL,05545,,,,,
6766,DGHR RXL MELA SPL,05546,,,,,
6767,PPTA GAYA PUJA SPL,05553,,,,,
6768,GAYA PPTA PUJA SPL,05554,,,,,
6769,RXL UDN SUMM SPL,05559,,,,,
6770,UDN RXL SPL,05560,,,,,
6771,SHC ANVT SPL,05575,,,,,
6772,PRNC ANVT SPL,05579,,,,,
6773,ANVT PRNC SPL,05580,,,,,
6774,JYG ASN MELA SPL,05597,,,,,
6775,ASN JYG MELA SPL,05598,,,,,
6776,GHY AGTL SPL,05627,,,,,
6777,AGTL GHY SPL,05628,,,,,
6778,NHLN SCL SPECIAL,05637,,,,,
6779,SCL NHLN SPECIAL,05638,,,,,
6780,SCL KOAA SPECIAL,05639,,,,,
6781,KOAA SCL SPL,05640,,,,,
6782,DGHR KIR SPL,05715,,,,,
6783,KIR DGHR SPL,05716,,,,,
6784,DBRG LGH EXPRESS,05909,,,,,
6785,DGHR DBRG SPL,05925,,,,,
6786,DBRG DGHR SPL,05926,,,,,
6787,KOAA DBRG SPL,05931,,,,,
6788,DBRG KOAA SPL,05932,,,,,
6789,MTP TEN SPL,06029,,,,,
6790,TEN MTP SPL,06030,,,,,
6791,PGT CAN UR EXP TOD SPL,06031,,,,,
6792,CAN CLT UR EXP TOD SPL,06032,,,,,
6793,MAJN TVCN SPL,06041,,,,,
6794,TVCN MAJN SPL,06042,,,,,
6795,MAJN QLN SPECIAL,06047,,,,,
6796,QLN MAJN SPL,06048,,,,,
6797,CLT PGT UR EXP TOD SPL,06071,,,,,
6798,ERS PNBE SPL,06085,,,,,
6799,PNBE ERS SPL,06086,,,,,
6800,MTP UAM SPL,06136,,,,,
6801,UAM MTP SPL,06137,,,,,
6802,ONR UAM SPL,06138,,,,,
6803,UAM ONR SPL,06139,,,,,
6804,UAM ONR SPL,06140,,,,,
6805,ONR UAM SPL,06141,,,,,
6806,UAM ONR SPL,06142,,,,,
6807,ONR UAM SPL,06143,,,,,
6808,TVCN MAJN UR TOD,06163,,,,,
6809,MAJN TVCN UR TOD,06164,,,,,
6810,QLN ERS MEMU UR EXP,06169,,,,,
6811,ERS QLN MEMU UR EXP TOD,06170,,,,,
6812,TPJ TBM SPL,06190,,,,,
6813,TBM TPJ SPL,06191,,,,,
6814,MYS DBG SPL,06211,,,,,
6815,DBG MYS SPL,06212,,,,,
6816,MYS AII SPL,06281,,,,,
6817,AII MYS SPL,06282,,,,,
6818,SMVB TVCN SPL,06523,,,,,
6819,SMVB GTNR SPL,06529,,,,,
6820,GTNR SMVB SPL,06530,,,,,
6821,SMVB BIDR SPL,06539,,,,,
6822,BIDR SMVB SPL,06540,,,,,
6823,YPR TLGP SPL,06543,,,,,
6824,TLGP YPR SPL,06544,,,,,
6825,YPR BJP EXP,06545,,,,,
6826,BJP YPR EXP,06546,,,,,
6827,SMVB TVCN SPL,06547,,,,,
6828,TVCN SMVB SPL,06548,,,,,
6829,SMVB BGM SPL,06551,,,,,
6830,BGM SMVB SPL,06552,,,,,
6831,SMVB TVCN SPL,06555,,,,,
6832,TVCN SMVB SPL,06556,,,,,
6833,YPR TLGP SPL,06587,,,,,
6834,TLGP YPR SPL,06588,,,,,
6835,SMVB BJP SPL,06589,,,,,
6836,BJP SMVB SPL,06590,,,,,
6837,YPR DHL MEMU EXP SPL,06593,,,,,
6838,DHL YPR MEMU EXP SPL,06594,,,,,
6839,SNC SSPN MEMU SPL,06595,,,,,
6840,SSPN SBC MEMU SPL,06596,,,,,
6841,YPR YNRK SPL,06597,,,,,
6842,YNRK YPR EXP SPL,06598,,,,,
6843,CHZ DMM EXP,07003,,,,,
6844,DMM CHZ EXP,07004,,,,,
6845,CHZ RXL SPL,07005,,,,,
6846,RXL CHZ SPL,07006,,,,,
6847,SC TPTY SPL,07009,,,,,
6848,TPTY SC SPL,07010,,,,,
6849,NED TPTY SPL,07015,,,,,
6850,TPTY NED SPL,07016,,,,,
6851,CHZ TPTY SPL,07017,,,,,
6852,TPTY CHZ SPL,07018,,,,,
6853,JP HYB SPL,07019,,,,,
6854,HYB JP SPL,07020,,,,,
6855,AGTL SC SPECIAL,07029,,,,,
6856,SC AGTL SPL,07030,,,,,
6857,HYB RXL SPL,07051,,,,,
6858,RXL SC SPL,07052,,,,,
6859,KCG BKN SPL,07053,,,,,
6860,BKN KCG SPL,07054,,,,,
6861,KCG NSL SPL,07055,,,,,
6862,NSL KCG SPL,07056,,,,,
6863,PAU J SPL,07057,,,,,
6864,HYB ASK SPL,07069,,,,,
6865,ASK HYB SPL,07070,,,,,
6866,HYB GKP SPL,07075,,,,,
6867,GKP HYB SPL,07076,,,,,
6868,SC ASK SPL,07079,,,,,
6869,ASK SC SPL,07080,,,,,
6870,CCT AMH SPL,07085,,,,,
6871,VLNK SC SPL,07126,,,,,
6872,TPTY NS SPL,07131,,,,,
6873,NS TPTY SPL,07132,,,,,
6874,NS SMVB SPL,07153,,,,,
6875,SMVB NS SPL,07154,,,,,
6876,NED DMM SPL,07189,,,,,
6877,DMM NED SPL,07190,,,,,
6878,KCG MDU SPL,07191,,,,,
6879,MDU KCG SPL,07192,,,,,
6880,HYB QLN SPL,07193,,,,,
6881,QLN HYB SPL,07194,,,,,
6882,NS ASK SPL,07201,,,,,
6883,ASK NS SPL,07202,,,,,
6884,NS TNM SPL,07219,,,,,
6885,TNM NS SPL,07220,,,,,
6886,CAPE HYB SPL,07229,,,,,
6887,HYB CAPE SPL,07230,,,,,
6888,CHZ NS SPL,07233,,,,,
6889,NS CHZ SPL,07234,,,,,
6890,CHZ TPTY SPL,07251,,,,,
6891,TPTY CHZ SPL,07252,,,,,
6892,CHZ PNBE SPL,07255,,,,,
6893,CHZ PNBE SPL,07256,,,,,
6894,VSG MFP SPL,07311,,,,,
6895,MFP VSG SPL,07312,,,,,
6896,UBL MFP SPL,07315,,,,,
6897,MFP UBL SPL,07316,,,,,
6898,BGM MAU SPL,07327,,,,,
6899,MAU BGM SPECIAL,07328,,,,,
6900,INTERCITY EXP,07329,,,,,
6901,INTERCITY EXP,07330,,,,,
6902,UBL RMM EXP,07355,,,,,
6903,RMM UBL SPL,07356,,,,,
6904,VSG VLNK SPL,07361,,,,,
6905,VLNK VSG SPL,07362,,,,,
6906,UBL YNRK SPL,07363,,,,,
6907,BJP MAQ EXP,07377,,,,,
6908,MAQ BJP SPECIAL,07378,,,,,
6909,CCT LPI SPL,07445,,,,,
6910,LPI CCT SPL,07446,,,,,
6911,CCT CHZ SPL,07447,,,,,
6912,CHZ CCT SPL,07448,,,,,
6913,TPTY FESTVL SPL,07480,,,,,
6914,TPTY CHZ SPL,07481,,,,,
6915,CHZ TPTY SPL,07482,,,,,
6916,TPTY AK SPL,07605,,,,,
6917,J TPTY SPL,07609,,,,,
6918,TPTY J SPL,07610,,,,,
6919,TPTY SNSI SPL,07637,,,,,
6920,SNSI TPTY SPL,07638,,,,,
6921,PBN NED EXP SPL,07665,,,,,
6922,TPTY HSR SPL,07717,,,,,
6923,HSR TPTY SPL,07718,,,,,
6924,SHM VZR SPL,08007,,,,,
6925,VZR SHM SPL,08008,,,,,
6926,VZR PURI SPL,08011,,,,,
6927,PURI VZR SPL,08012,,,,,
6928,BSP R SPL,08284,,,,,
6929,VSKP TPTY SPL,08547,,,,,
6930,TPTY VSKP SPL,08548,,,,,
6931,RNC BGP SPL,08610,,,,,
6932,SRC AII SPL,08611,,,,,
6933,AII SRC SPL,08612,,,,,
6934,BGP RNC MELA SPL,08645,,,,,
6935,RNC BGP SPL,08646,,,,,
6936,BGP RNC SPL,08689,,,,,
6937,G MDP TOD SPL,08855,,,,,
6938,MDP G MELA SPL,08856,,,,,
6939,BL KWP SPL,09007,,,,,
6940,KWP BL SPL,09008,,,,,
6941,MMCT TOK SPL,09011,,,,,
6942,THOKUR MMCT EXP,09012,,,,,
6943,BDTS RN SPL,09015,,,,,
6944,RN BDTS SPL,09016,,,,,
6945,MMCT SWV SPL,09019,,,,,
6946,SWV MMCT EXP,09020,,,,,
6947,BL DNR SPL,09025,,,,,
6948,DNR BL SPL,09026,,,,,
6949,UDN JYG SPL,09031,,,,,
6950,JYG UDN SPL,09032,,,,,
6951,UDN DHN SPL,09039,,,,,
6952,DHN UDN SPL,09040,,,,,
6953,BDTS BNY SPL,09043,,,,,
6954,BNY BDTS SPECIAL,09044,,,,,
6955,DDR BSL SPECIAL,09049,,,,,
6956,BSL DDR SPL,09050,,,,,
6957,DDR BSL SPL,09051,,,,,
6958,BSL DDR SPL,09052,,,,,
6959,UDN MAJN SPL,09057,,,,,
6960,MAJN UDN SPL,09058,,,,,
6961,UDN KUR SPL,09059,,,,,
6962,KUR UDN SPL,09060,,,,,
6963,CPR ST HUMSF SPL,09066,,,,,
6964,BDTS OKHA SPL,09077,,,,,
6965,OKHA BDTS SPL,09078,,,,,
6966,BDTS VLNK SPL,09093,,,,,
6967,RN VS EXP,09109,,,,,
6968,VS RN SPL,09110,,,,,
6969,RN BRC SPL,09113,,,,,
6970,BRC RN SPL,09114,,,,,
6971,UDN SFG SPL,09117,,,,,
6972,SABARMATI EXP SPL,09165,,,,,
6973,SABARMATI EXP SPL,09167,,,,,
6974,MMCT KIR SPECIAL,09189,,,,,
6975,KIR MMCT SPL,09190,,,,,
6976,BDTS BVC SPL,09207,,,,,
6977,BVC BDTS SPL,09208,,,,,
6978,GG BTD TOD SPL,09211,,,,,
6979,BTD GG TOD SPL,09212,,,,,
6980,GG BVC SUMMER SPL,09215,,,,,
6981,BVC GG TOD,09216,,,,,
6982,UJN SHRN MELA SPL,09311,,,,,
6983,SHRN UJN MELA SPL,09312,,,,,
6984,UJJAIN BHOPAL SPL,09313,,,,,
6985,BHOPAL UJJANIN SPL,09314,,,,,
6986,DADN PNBE SPL,09343,,,,,
6987,PNBE DADN SPL,09344,,,,,
6988,ADI TPJ SPECIAL,09419,,,,,
6989,TPJ ADI SPL,09420,,,,,
6990,GIMB BGP SPL,09451,,,,,
6991,BGP GIMB SPL,09452,,,,,
6992,HAPA NHLN SPL,09525,,,,,
6993,NHLN HAPA SPL,09526,,,,,
6994,DLJ BVC PASS,09529,,,,,
6995,BVC DLJ SPL,09530,,,,,
6996,RJT BHUJ SPL,09545,,,,,
6997,BHUJ RJT SPL,09546,,,,,
6998,DOZ SPJ SPL,09617,,,,,
6999,SPJ DOZ SPECIAL,09618,,,,,
7000,JP BDTS HSPL,09723,,,,,
7001,BDTS JP SPL,09724,,,,,
7002,JP BNW EXP SPL,09733,,,,,
7003,BNW JP EXP SPL,09734,,,,,
7004,KOTA HISAR ESPL,09813,,,,,
7005,MANDOVI EXPRESS,10103,,,,,
7006,MANDOVI EXPRESS,10104,,,,,
7007,SINDHUDURG EXP,10105,,,,,
7008,SINDHUDURG EXP,10106,,,,,
7009,MAO MAQ MEMU EXP,10107,,,,,
7010,MAQ MAO MEMU EXP,10108,,,,,
7011,BDTS MAO EXPRESS,10115,,,,,
7012,MAO BDTS EXPRESS,10116,,,,,
7013,NANDIGRAM EXP,11001,,,,,
7014,NANDIGRAM EXP,11002,,,,,
7015,TUTARI EXPRESS,11003,,,,,
7016,TUTARI EXPRESS,11004,,,,,
7017,PUDUCHERRY EXP,11005,,,,,
7018,CHALUKYA  EXP,11006,,,,,
7019,DECCAN EXPRESS,11007,,,,,
7020,DECCAN EXPRESS,11008,,,,,
7021,SINHAGAD EXP,11009,,,,,
7022,SINHAGAD EXP,11010,,,,,
7023,CSMT DHULE EXP,11011,,,,,
7024,DHULE CSMT EXP,11012,,,,,
7025,COIMBATORE EXP,11013,,,,,
7026,CBE LTT EXP,11014,,,,,
7027,LTT KARAIKAL EXP,11017,,,,,
7028,KIK LTT EXPRESS,11018,,,,,
7029,KONARK EXPRESS,11019,,,,,
7030,KONARK EXPRESS,11020,,,,,
7031,TIRUNELVELI EXP,11021,,,,,
7032,CHALUKYA  EXP,11022,,,,,
7033,SAHYADRI EXPRES,11023,,,,,
7034,SAHYADRI EXP,11024,,,,,
7035,PUNE AMI EXP,11025,,,,,
7036,AMI PUNE EXP,11026,,,,,
7037,DR SATARA EXP,11027,,,,,
7038,SATARA DR EXP,11028,,,,,
7039,KOYNA EXPRESS,11029,,,,,
7040,KOYNA EXPRESS,11030,,,,,
7041,DARBHANGA EXP,11033,,,,,
7042,DBG PUNE EXP,11034,,,,,
7043,SHARAVATHI EXP,11035,,,,,
7044,SHARAVATI EXP,11036,,,,,
7045,PUNE GKP EXP,11037,,,,,
7046,GKP PUNE EXPRESS,11038,,,,,
7047,MAHARASHTRA EXP,11039,,,,,
7048,MAHARASHTRA EXP,11040,,,,,
7049,DR SNSI EXP,11041,,,,,
7050,SNSI DR EXP,11042,,,,,
7051,MADURAI EXPRESS,11043,,,,,
7052,LOKAMANYA TT EXP,11044,,,,,
7053,DIKSHABHOOMI EXP,11045,,,,,
7054,DIKSHABHUMI EXP,11046,,,,,
7055,MIRAJ UBL EXP,11047,,,,,
7056,UBL MRJ EXPRESS,11048,,,,,
7057,ADI KOP EXPRESS,11049,,,,,
7058,AHMEDABAD EXP,11050,,,,,
7059,LTT AZAMGARH EXP,11053,,,,,
7060,AMH LTT EXP,11054,,,,,
7061,GODAN EXPRESS,11055,,,,,
7062,GODAN EXPRESS,11056,,,,,
7063,CSMT ASR EXP,11057,,,,,
7064,ASR CSMT EXP,11058,,,,,
7065,CHHAPRA EXPRESS,11059,,,,,
7066,CPR LTT EXPRESS,11060,,,,,
7067,LTT JAYNAGAR EXP,11061,,,,,
7068,JYG LTT EXPRESS,11062,,,,,
7069,SAKET EXPRESS,11067,,,,,
7070,SAKET EXPRESS,11068,,,,,
7071,KAMAYANI EXPRESS,11071,,,,,
7072,KAMAYANI EXPRES,11072,,,,,
7073,LTT BIDR EXPRESS,11075,,,,,
7074,BIDR LTT EXP,11076,,,,,
7075,JHELUM EXPRESS,11077,,,,,
7076,JHELUM EXPRESS,11078,,,,,
7077,LTT GKP EXPRESS,11079,,,,,
7078,GKP LTT EXPRESS,11080,,,,,
7079,LTT GKP EXPRESS,11081,,,,,
7080,GKP LTT EXP,11082,,,,,
7081,TADOBA EXPRESS,11083,,,,,
7082,TADOBA EXPRESS,11084,,,,,
7083,SMVB GWL EXP,11085,,,,,
7084,GWL SMVB EXPRESS,11086,,,,,
7085,VERAVAL PUNE EXP,11087,,,,,
7086,PUNE VERAVAL EXP,11088,,,,,
7087,BGKT PUNE EXPRESS,11089,,,,,
7088,PUNE BGKT EXP,11090,,,,,
7089,BHUJ PUNE EXP,11091,,,,,
7090,PUNE BHUJ EXP,11092,,,,,
7091,POORNA EXPRESS,11097,,,,,
7092,POORNA EXPRESS,11098,,,,,
7093,LTT MADGAON EXP,11099,,,,,
7094,MADGAON LTT EXP,11100,,,,,
7095,BUNDELKHAND EXP,11107,,,,,
7096,BUNDELKHAND EXP,11108,,,,,
7097,JHS LJN  INT EXP,11109,,,,,
7098,LJN JHS INT EXP,11110,,,,,
7099,DVL BSL EXPRESS,11113,,,,,
7100,BSL DVL EXPRESS,11114,,,,,
7101,BSL ET EXP,11115,,,,,
7102,ET BSL EXP,11116,,,,,
7103,IGP BSL EXP,11119,,,,,
7104,BSL IGP EXP,11120,,,,,
7105,BSL WR EXPRESS,11121,,,,,
7106,WR BSL EXPRESS,11122,,,,,
7107,GWL BJU MAIL,11123,,,,,
7108,BJU GWL MAIL,11124,,,,,
7109,RTM GWALIOR EXP,11125,,,,,
7110,GWL RTM EXPRESS,11126,,,,,
7111,CSMT HPT EXP,11139,,,,,
7112,HPT CSMT EXP,11140,,,,,
7113,NGP SDL EXPRESS,11201,,,,,
7114,SDL NGP EXPRESS,11202,,,,,
7115,NGP JAIPUR EXP,11203,,,,,
7116,JP NGP EXP,11204,,,,,
7117,LTT KRMR EXPRESS,11205,,,,,
7118,KRMR LTT EXP,11206,,,,,
7119,AMBIKAPUR EXPRES,11265,,,,,
7120,ABKP MML EXPRESS,11266,,,,,
7121,VINDHYACHAL EXP,11271,,,,,
7122,VINDHYACHAL EXP,11272,,,,,
7123,ET PCOI EXP,11273,,,,,
7124,PCOI ET EXPRESS,11274,,,,,
7125,UDYAN EXPRESS,11301,,,,,
7126,UDYAN EXP,11302,,,,,
7127,MUGR KOP EXPRESS,11303,,,,,
7128,KOP MUGR EXPRESS,11304,,,,,
7129,SUR HPT EXP,11305,,,,,
7130,HPT SUR EXP,11306,,,,,
7131,HYB INTERCITY,11307,,,,,
7132,HYB GR EXP,11308,,,,,
7133,SUR HASAN EXP,11311,,,,,
7134,SOLAPUR EXP,11312,,,,,
7135,NGP KOP EXPRESS,11403,,,,,
7136,KOP NAGPUR EXP,11404,,,,,
7137,PUNE AMI EXP,11405,,,,,
7138,AMI PUNE EXP,11406,,,,,
7139,PUNE LJN EXPRESS,11407,,,,,
7140,LJN PUNE EXP,11408,,,,,
7141,PUNE NZB DEMU EXP,11409,,,,,
7142,NZB PUNE DEMU EXP,11410,,,,,
7143,PRLI MRJ EXP,11411,,,,,
7144,MRJ PRLI EXP,11412,,,,,
7145,NZB PVR EXP,11413,,,,,
7146,PVR NZB EXP,11414,,,,,
7147,BIDR KOP EXP,11415,,,,,
7148,KOP BIDR EXP,11416,,,,,
7149,PUNE SUR EXPRESS,11417,,,,,
7150,SUR PUNE EXPRESS,11418,,,,,
7151,HDP SUR EXP,11421,,,,,
7152,SUR PUNE EXP,11422,,,,,
7153,SUR HUBLI EXP,11423,,,,,
7154,SOLAPUR EXPRESS,11424,,,,,
7155,PUNE KOP DEMU EXP,11425,,,,,
7156,KOP PUNE DEMU EXP,11426,,,,,
7157,PUNE JASIDIH EXP,11427,,,,,
7158,JSME PUNE EXP,11428,,,,,
7159,SHAKTIPUNJ EXP,11447,,,,,
7160,SHAKTIPUNJ EXP,11448,,,,,
7161,JBP SVDK EXP,11449,,,,,
7162,SVDK JBP EXP,11450,,,,,
7163,SMNH JBP EXPRES,11463,,,,,
7164,JBP SOMNATH EXP,11464,,,,,
7165,SMNH JBP EXPRES,11465,,,,,
7166,JBP SOMNATH EXP,11466,,,,,
7167,BINA KTE MEMU EXP,11601,,,,,
7168,KTE BINA MEMU EXP,11602,,,,,
7169,KOTA BINA MEMU EXP,11603,,,,,
7170,BINA KOTA MEMU EXP,11604,,,,,
7171,BPL BINA EXP MEMU,11605,,,,,
7172,BINA BPL EXP MEMU,11606,,,,,
7173,SGRL INTERCITY,11651,,,,,
7174,JBP INTERCITY EX,11652,,,,,
7175,R JBP INTERCITY,11701,,,,,
7176,JBP R INTERCITY,11702,,,,,
7177,REWA DADN EXP,11703,,,,,
7178,REWA EXPRESS,11704,,,,,
7179,JBP REWA EXP,11705,,,,,
7180,REWA JBP EXP,11706,,,,,
7181,REWA CHRM EXP,11751,,,,,
7182,CHRM REWA EXP,11752,,,,,
7183,ITR REWA SPL,11753,,,,,
7184,REWA ITR EXP,11754,,,,,
7185,ITR REWA EXP,11755,,,,,
7186,REWA ITR EXP,11756,,,,,
7187,VGLB PRYJ EXP,11801,,,,,
7188,PRYJ VGLB EXP,11802,,,,,
7189,JHS BDTS EXP,11803,,,,,
7190,BDTS JHANSI EXP,11804,,,,,
7191,JHS AGC EXP,11807,,,,,
7192,AF JHS EXP,11808,,,,,
7193,KURJ KKDE EXP,11841,,,,,
7194,KKDE KURJ EXP,11842,,,,,
7195,JHS AGC EXPRESS,11901,,,,,
7196,AGC JHS EXPRESS,11902,,,,,
7197,VGLB ETW EXPRESS,11903,,,,,
7198,ETW VGLB EXP,11904,,,,,
7199,AGC HSX EXP,11905,,,,,
7200,HSX AGC EXP,11906,,,,,
7201,GWL INTERCITY EX,12197,,,,,
7202,BPL INTERCITY,12198,,,,,
7203,COALFIELD EXP,12340,,,,,
7204,NAGERCOIL EXP,12667,,,,,
7205,CHENNAI EXP,12668,,,,,
7206,MBNR VSKP SF EX,12862,,,,,
7207,BBS SONEPUR EXP,12893,,,,,
7208,SONEPUR BBS EXP,12894,,,,,
7209,GUJARAT MAIL,12901,,,,,
7210,GUJARAT MAIL,12902,,,,,
7211,BSBS VRL SF EXP,12946,,,,,
7212,AMRITSAR MAIL,13005,,,,,
7213,ASR HWH MAIL,13006,,,,,
7214,U ABHATOOFAN EXP,13007,,,,,
7215,U A TOOFAN EXP,13008,,,,,
7216,U A TOOFAN EXP,13008,,,,,
7217,DOON EXPRESS,13009,,,,,
7218,DOON EXPRESS,13010,,,,,
7219,HWH MLDT INT EX,13011,,,,,
7220,MLDT HWH INT EXP,13012,,,,,
7221,BWN RPH EXPRESS,13013,,,,,
7222,RPH BWN EXPRESS,13014,,,,,
7223,KAVIGURU EXPRESS,13015,,,,,
7224,KAVIGURU EXPRESS,13016,,,,,
7225,GANADEVTA EXP,13017,,,,,
7226,GANADEVTA EXP,13018,,,,,
7227,BAGH EXPRESS,13019,,,,,
7228,BAGH EXPRESS,13020,,,,,
7229,MITHILA EXPRESS,13021,,,,,
7230,MITHILA EXPRESS,13022,,,,,
7231,HWH GAYA EXPRESS,13023,,,,,
7232,GAYA HWH EXPRESS,13024,,,,,
7233,HWH BPL EXPRESS,13025,,,,,
7234,BPL HOWRAH EXP,13026,,,,,
7235,KAVI GURU EXP,13027,,,,,
7236,KAVI GURU EXP,13028,,,,,
7237,HWH MKA EXP,13029,,,,,
7238,MKA HWH EXP,13030,,,,,
7239,HWH JYG EXP,13031,,,,,
7240,JYG HWH EXP,13032,,,,,
7241,HWH KIR EXPRESS,13033,,,,,
7242,KIR HWH EXPRESS,13034,,,,,
7243,HWH RXL EXPRESS,13043,,,,,
7244,RXL HWH EXPRESS,13044,,,,,
7245,MAYURAKSHI EXP,13045,,,,,
7246,MAYURAKSHI EXP,13046,,,,,
7247,AMRITSAR EXP,13049,,,,,
7248,ASR HWH EXPRESS,13050,,,,,
7249,KULIK EXPRESS,13053,,,,,
7250,KULIK EXPRESS,13054,,,,,
7251,HWH BLGT EXP,13063,,,,,
7252,BLGT HWH EXPRESS,13064,,,,,
7253,HWH JMP EXPRESS,13071,,,,,
7254,JMP HWH EXP,13072,,,,,
7255,BHAGIRATHI EXP,13103,,,,,
7256,BHAGIRATHI EXP,13104,,,,,
7257,SDAH BUI EXPRES,13105,,,,,
7258,BUI SDAH EXP,13106,,,,,
7259,MAITREE EXPRESS,13107,,,,,
7260,MAITREE EXPRESS,13108,,,,,
7261,MAITREE EXPRESS,13109,,,,,
7262,MAITREE EXPRESS,13110,,,,,
7263,HAZARDUARI EXP,13113,,,,,
7264,HAZARDUARI EXP,13114,,,,,
7265,KOAA LGL EXPRESS,13117,,,,,
7266,LGL KOAA EXPRESS,13118,,,,,
7267,SDAH  ANVT EXP,13119,,,,,
7268,ANVT SDAH EXP,13120,,,,,
7269,KOAA GCT EXPRESS,13121,,,,,
7270,GCT KOAA EXP,13122,,,,,
7271,SDAH SMI EXPRESS,13123,,,,,
7272,SMI SDAH EXPRESS,13124,,,,,
7273,BANDHAN EXPRESS,13129,,,,,
7274,BANDHAN EXPRESS,13130,,,,,
7275,MITALI EXPRESS,13131,,,,,
7276,MITALI EXPRESS,13132,,,,,
7277,SDAH BSB EXP,13133,,,,,
7278,BSB SDAH EXPRESS,13134,,,,,
7279,KOAA JYG EXP,13135,,,,,
7280,JYG KOAA EXP,13136,,,,,
7281,KOAA AMH EXPRESS,13137,,,,,
7282,AMH KOAA EXP,13138,,,,,
7283,TESTA TORSA EXP,13141,,,,,
7284,TESTA TORSA EXP,13142,,,,,
7285,RADHIKAPUR EXP,13145,,,,,
7286,RADHIKAPUR EXP,13146,,,,,
7287,UTTAR BANGA EXP,13147,,,,,
7288,UTTAR BANGA EXP,13148,,,,,
7289,KANCHANKANYA EXP,13149,,,,,
7290,KANCHANKANYA EX,13150,,,,,
7291,JAMMU TAWI EXP,13151,,,,,
7292,KOLKATA EXP,13152,,,,,
7293,GOUR EXPRESS,13153,,,,,
7294,GOUR EXPRESS,13154,,,,,
7295,MITHILANCHAL EXP,13155,,,,,
7296,MITHILANCHAL EX,13156,,,,,
7297,TIRHUT EXPRESS,13157,,,,,
7298,TIRHUT EXPRESS,13158,,,,,
7299,KOLKATA JBN EXP,13159,,,,,
7300,JBN KOLKATA EXP,13160,,,,,
7301,TEBHAGA EXP,13161,,,,,
7302,BLGT KOAA EXP,13162,,,,,
7303,HATE BAZARE EXP,13163,,,,,
7304,HATE BAZARE EXP,13164,,,,,
7305,KOAA SMI EXPRESS,13165,,,,,
7306,SMI KOAA EXP,13166,,,,,
7307,KOAA AGC EXPRESS,13167,,,,,
7308,AGC KOAA EXP,13168,,,,,
7309,HATE BAZARE EXP,13169,,,,,
7310,HATE BAZARE EXP,13170,,,,,
7311,KANCHANJUNGA EXP,13173,,,,,
7312,KANCHANJUNGA EXP,13174,,,,,
7313,KANCHANJANGA EXP,13175,,,,,
7314,KANCHANJUNGA EXP,13176,,,,,
7315,SDAH JRLE EXP,13177,,,,,
7316,JRLE SDAH EXP,13178,,,,,
